公司,2017Q4,2018Q2,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2018Q1,2018Q3,Category,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1,2026Q2
8050 廣積,"359,853","30,195","96,795","42,684","60,734","202,651",-122964,"137,631",-280684,-183735,-45825,-80527,-266201,"209,060","542,175",-221063,"8,057","273,169","372,489","50,102","446,790","342,060","147,926","151,091","58,652",-80550,"10,848","172,263","43,482","55,564","132,474","161,984","13,676",-41985,"78,815","126,551","8,778","191,086","219,506","76,488","237,470","106,412","314,657",-87082,"42,833",-231120,-114189,-105840,OperatingCashflow,"59,635","4,161","287,833","1,260",-434461,-947877
6922 宸曜,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"38,108",-,"163,105","11,397","86,183","31,563",-89037,"52,751","199,555",-98444,337,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OperatingCashflow,"56,854","131,255",-1957,-95465,"119,567","83,595"
3594 磐儀,"77,742","80,843",-52880,-52156,-1442,"114,157","52,285",-11711,-113422,"58,648","43,868",-55331,-29248,-146997,"13,394","81,576",-10565,"100,121","66,063","77,926","80,330","133,527","33,817","190,406",-21014,-26212,"29,453",-18050,"15,935",-100818,"70,292","37,106","6,977",-77874,-88753,-151887,-85379,-31287,"6,357","1,095",-15757,"20,143",-44885,-26155,-90140,-12127,-32982,"13,044",OperatingCashflow,"20,175",-164823,-41071,"58,037",-126927,-23579
2397 友通,-56507,"8,803","212,974","403,873","346,519","360,920","492,636","76,864","83,307",-61822,"404,285","104,562",-537765,-292266,-327846,-218265,-159875,"604,064","396,097","512,275","397,454","372,755","291,410","177,346","273,134","231,425","255,963",-152841,-35571,"60,998","7,715","10,870",-41567,"342,316","241,986","325,371",-190073,"359,960","132,366","65,372","59,632","302,918",-53439,"84,113",-86667,"542,341",-1531,"880,043",OperatingCashflow,"60,890","394,785","38,304","217,766",-106220,-474073
8234 新漢,"57,577","87,437",-154796,"93,045","150,849","141,877","33,400","338,735",-5078,"238,873","354,463",-28974,"59,689",-420642,-169695,-145979,"121,458","157,136","295,469","300,306","132,561","332,333","536,775","154,638",-77029,-113917,"137,903","83,182","63,519","40,941","105,608","118,075",-62672,-171418,"167,814","101,824",-94260,"147,548","47,793","155,245",-20786,-25492,-251605,"142,485",-30620,-73,"119,231",-182576,OperatingCashflow,"218,505","50,317","52,971",-162129,-181571,-491379
2395 研華,-472967,"780,964","1,785,980","1,048,079",-139921,"4,208,909","1,078,402",-254896,"1,128,194","6,517,114","688,154","1,043,076","590,542","4,935,026","2,562,923",-1035943,"1,628,766","5,834,276","3,304,175",-1020171,"1,877,723","8,389,850","417,258","508,615","922,824","7,267,264","1,812,148","784,845","1,258,792","1,255,389","1,760,655","616,358","1,248,230","1,057,457","1,989,196","1,385,854","1,483,951","1,015,434","2,018,920","1,768,679","1,311,710","2,032,531","2,901,655",-420826,"1,724,151","2,180,931","339,752","4,519,050",OperatingCashflow,"2,464,339","490,082","6,044,876","903,397","1,113,278","1,553,034"
6166 凌華,-149754,-19168,"49,509","253,806","187,166","413,222","678,743","803,428",-494961,"41,118","303,877","257,230",-246904,-564057,-615150,-88180,-71377,"509,726","581,464","283,202","137,709",-109869,"260,132","154,050","278,305","192,676","543,338","175,544","40,747","280,317","260,149","255,087","8,142","93,392","141,212","580,751","18,635","24,326","284,705","443,988",-227756,"373,686","97,952","363,299","158,413","34,217",-1821,"133,082",OperatingCashflow,"333,338",-548072,"407,705","553,756","92,469","70,897"
3088 艾訊,"226,170","207,527","343,946",-125885,"102,524","71,680","58,791",-32426,"113,929","126,947","333,046",-306295,-91341,"210,135","590,632",-464227,"128,345","125,327","451,234",-105468,"76,479","590,282","340,546","216,916","80,731","302,074","396,413",-1504,"95,174",-54157,"103,583","119,300","72,501","56,731","31,907","192,487","20,370","113,651","246,338","29,530","115,830","237,639","82,747","45,189",-116123,"151,477",-57724,"154,514",OperatingCashflow,"69,222","219,409","25,346","182,269","124,814",-188925
6579 研揚,"176,657",-75542,"45,402","279,295","190,950","252,907","16,394","134,887",-60941,"222,533","419,612","201,505",-333335,-160903,-96299,"199,566",-15344,"417,532","204,448","646,370","359,615","835,221","225,621","759,138","284,801",-251587,"334,478",-,-,-,-,-,-,-,-,-,-,-,-,-,"240,541","177,458","342,822",-65809,"141,617","230,474",-57390,"396,610",OperatingCashflow,"151,145",-113740,-158186,"123,657",-251251,-464409
公司平均數,"27,346.375","127,370.445","260,490.89","217,183.44","100,947.664","642,567.25","251,977.22","136,037.22","42,403.555","774,354.9","278,059.88","126,914.78",-870853,"416,848.56","279,603.56",-1930370,"166,860","896,401.56","586,169.3","75,304.7","366,138","1,097,116.2","220,641","236,006.6","204,745","746,639.6","351,974.3","149,062.72","211,725.42","219,747.72","348,639.44","188,397.14","177,898.14","179,802.72","366,025.28","365,850.16","166,003.14","260,102.58","422,283.56","362,913.84","212,610.5","403,161.88","423,738","4,401.75","217,933","362,015","24,168.25","725,990.9",OperatingCashflow,"346,022.1","41,207.1","667,428.1","179,722.9","29,223.3",-925106
電腦及週邊設備業,"522,814.87",-476506.96,"429,985.46","326,442.14","558,468.54","639,102.38","1,513,489.39","419,096.3",-666835.75,"1,232,007.59","1,109,799.33",-131730.1,-376657.95,"915,927.06","245,620.54",-717750.57,-306262.94,"2,127,633.79","1,827,630.97","1,230,584.28","684,215.17","1,303,472.39","1,803,666.63","365,477.28",-327449.45,"59,337.93","1,014,483.61","268,446.55","808,523.08","476,920.99","714,313.52","698,612.51","193,272.87","253,677.53","685,393.56","30,628.63","188,951.84","197,517.74","972,233.7","1,235,460.6","77,196.17","885,603.82","1,119,232.67","3,610.59",-121791.67,"65,153.39","95,379.64","166,437.08",OperatingCashflow,-488711.44,"199,190.41","465,160","731,203.11",-2914064.64,-2015553.7
6680 鑫創電子,-,-33841,-67997,-17774,"12,309",-85482,"3,472",-4760,-12653,"27,405",-195,-10502,-11656,"55,037",-20291,"12,878","41,057","3,208",-29766,-30804,"72,271",-14224,-86138,"21,757",-35480,-401923,"102,208",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,InvestingCashflow,-31421,-5497,-1585,-3734,-5543,-17750
8050 廣積,-27254,-147251,"38,663","17,751",-52644,-471569,-123705,-670560,-170251,"201,421",-423988,-169073,-137700,"61,433","586,510",-103447,"16,647",-225724,-628303,-26610,"40,952",-487350,"373,165","240,211",-2942,-223400,-156751,-266747,"52,437",-36610,"187,554",-6756,"3,344",-178975,-52179,-42664,"62,077",-31889,-170903,-4901,-224115,-21785,-395421,"148,652",-281676,"191,979",-91205,"181,061",InvestingCashflow,-158168,"354,784","278,578",-12406,"33,469",-60308
6922 宸曜,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-4411,-,-819,-882,-632,-17222,-86796,-11907,-606155,-49354,"85,346",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,InvestingCashflow,"11,789",-13601,-138068,-13244,"21,283",-28135
3594 磐儀,-72540,"28,154","86,650",-910,-3794,-96874,-108070,-51726,-376603,"89,125",-18542,-83969,"10,333","22,932",-30987,-1973,-9182,-105732,-99436,-70512,-22620,-6277,"43,996","1,551","105,970",-35328,-71077,-3604,-3348,-3681,-11574,-57125,-9389,-21329,58,-5617,-8206,-9084,-6894,-43756,-7108,-75094,-47581,-2358,-3969,-212328,-12961,-14286,InvestingCashflow,"22,915","23,608",-47826,-147224,-39984,"1,547"
2397 友通,"44,876",-185537,-49451,"27,731",78,-1601,"401,023",-11213,-5203,"47,737",-1405,-61731,-387491,-38193,-47513,-97387,-114100,-58822,-20719,-2504,-8661,-2724,"368,159",-14543,-9086,-928673,-200157,"210,308",-251,-5307,"65,643",-1891,-430,-26418,-98356,-330112,-24455,-6762,-13803,-30228,-383,-4941,-16179,-5046,-23139,"2,931","8,277",-189334,InvestingCashflow,-24478,-7107,-27412,-113078,-121689,-117083
8234 新漢,-15697,-89007,-59241,-58750,-73557,-27168,-36131,-14328,-27105,-19688,-69548,-16196,-35090,-15272,-121,-24226,"50,470",-92124,"544,936",-15943,"334,999",-20347,-29400,-14325,"216,663",-60860,-21905,-22558,-1017355,-18585,-38908,-52411,"79,471","283,756",-19256,-40090,-14806,-15226,-13246,-28376,-13779,-21518,-5571,-21653,-28550,-22838,-47202,-77238,InvestingCashflow,-25542,-15457,-24515,-142136,-83860,-49686
2395 研華,"1,336,502",-476363,-653632,-813643,-175662,-341899,-474610,-729739,"249,707",-884561,"555,709",-396444,-348293,-230799,-300240,-455080,-490912,-500518,-793092,-1054547,-156487,-560119,-801593,"890,098",-255917,-714785,-389239,-1491252,-1193659,"1,161,846",-1280320,-534047,-1170827,"2,078,715",-2121487,-816625,-1634679,"2,844,345",-2036476,-1044408,-2453850,"1,811,022",-1742997,-316267,-1954210,"3,063,720",-608639,-30524,InvestingCashflow,-846391,-1229443,-1083694,-1060993,-2890318,"1,228,241"
6166 凌華,-59384,-33396,-39386,-28304,-109330,-43567,-464307,-13105,-53174,-565864,-94991,-2854392,-234205,-163954,-90567,-189486,"463,461",-109854,"32,539",-104437,-65303,-12210,-53411,-47646,-54065,-85685,"53,796",-70406,-24909,"117,332",-31488,-259326,-113275,-59834,-20996,-158315,-138352,-8248,-702082,-151997,-99101,"234,342",-351454,-107136,"165,029","126,880",-47482,-38562,InvestingCashflow,-26436,-36063,-27406,-37140,-5343,-101260
3088 艾訊,-23949,-10478,-43241,"10,246","87,294",-5353,-23633,-17178,-7595,-7767,-10765,"113,502",-13390,-68747,-504984,-15850,-12506,-32824,-108599,-72446,-98876,-28580,-222782,-297888,-22880,"68,030",-41568,-8459,-10543,-13970,-8330,-10119,-8900,-6163,-147923,-29135,"6,197",-10386,-41775,-18284,-14341,-7550,-14491,-25957,-171621,-60655,-16378,-8964,InvestingCashflow,-31662,-15354,-40092,-23036,-18021,-15528
6579 研揚,-30374,-1748,-12308,-2047,-10540,"136,175",-36268,-14333,-21697,"159,892",-30743,-36462,-250427,"120,743","2,203",-5253,"23,341","33,844",-22204,-39395,"798,130","248,052",-21344,-138897,-95904,"332,478",-57303,-,-,-,-,-,-,-,-,-,-,-,-,-,-25814,"11,293",-16490,-37437,-28617,"15,351",-11125,"44,381",InvestingCashflow,-34634,-347671,-276839,-248782,-130124,"407,739"
公司平均數,"144,022.5",-949467,-799943,-865700,-325846,-937338,-862229,-1526942,-424574,-952300,-94468,-3515267,-1407919,-256820,-405990,-879824,-36135,-1088546,-1125463,-1418080,"89,377.3",-901001,-516144,"62,841.1",-759796,-2099500,-696650,-1652718,-2197628,"171,575",-1117423,-921675,-1220006,"295,678.84",-2460139,-1422558,-1752224,"394,678.56",-2985179,-1321950,-2838491,"240,721.12",-2590184,-367202,-2326753,"388,130",-826715,-133466,InvestingCashflow,-1144028,-1291801,-1388859,-1801773,-3240130,"124,777.7"
電腦及週邊設備業,-254230.51,-206422.39,-287088.66,-141337.04,-243925.43,"6,801.5",-242987.85,-142172.9,-274638.7,-469133.62,-228693.27,-356990.44,-471504.28,-57219.07,-83228.08,-401486.48,-330574.31,"41,804.52",-130943.07,-746273.97,-244599.99,-62196.13,-423780.76,-203919,-454415.24,-416670.84,-496983.99,-322897.05,-241640.45,"30,434.57",-191060.02,-206312.04,-308019.57,"2,082.49",-385587.41,-90112.98,-197913.49,-253246.65,-227319,-233575.16,-205743.37,-183390.7,-235470.32,-393844.63,-163624.3,-412676.14,-166814.51,-21099.99,InvestingCashflow,-454694.76,-136550.67,-560009.77,-388317.14,-949432.61,-625477.72
6680 鑫創電子,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FinancingCashflow,-,-,-,-,-,-
8050 廣積,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FinancingCashflow,-,-,-,-,-,-
6922 宸曜,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FinancingCashflow,-,-,-,-,-,-
3594 磐儀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FinancingCashflow,-,-,-,-,-,-
2397 友通,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FinancingCashflow,-,-,-,-,-,-
8234 新漢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FinancingCashflow,-,-,-,-,-,-
2395 研華,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FinancingCashflow,-,-,-,-,-,-
6166 凌華,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FinancingCashflow,-,-,-,-,-,-
3088 艾訊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FinancingCashflow,-,-,-,-,-,-
6579 研揚,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FinancingCashflow,-,-,-,-,-,-
公司平均數,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FinancingCashflow,0,0,0,0,0,0
電腦及週邊設備業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FinancingCashflow,-,-,-,-,-,-
6680 鑫創電子,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,DebtRatio,-,-,-,-,-,-
8050 廣積,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,DebtRatio,-,-,-,-,-,-
6922 宸曜,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,DebtRatio,-,-,-,-,-,-
3594 磐儀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,DebtRatio,-,-,-,-,-,-
2397 友通,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,DebtRatio,-,-,-,-,-,-
8234 新漢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,DebtRatio,-,-,-,-,-,-
2395 研華,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,DebtRatio,-,-,-,-,-,-
6166 凌華,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,DebtRatio,-,-,-,-,-,-
3088 艾訊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,DebtRatio,-,-,-,-,-,-
6579 研揚,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,DebtRatio,-,-,-,-,-,-
公司平均數,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,DebtRatio,0.00,0.00,0.00,0.00,0.00,0.00
電腦及週邊設備業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,DebtRatio,-,-,-,-,-,-
6680 鑫創電子,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,LongTermLiabilitiesRatio,-,-,-,-,-,-
8050 廣積,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,LongTermLiabilitiesRatio,-,-,-,-,-,-
6922 宸曜,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,LongTermLiabilitiesRatio,-,-,-,-,-,-
3594 磐儀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,LongTermLiabilitiesRatio,-,-,-,-,-,-
2397 友通,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,LongTermLiabilitiesRatio,-,-,-,-,-,-
8234 新漢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,LongTermLiabilitiesRatio,-,-,-,-,-,-
2395 研華,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,LongTermLiabilitiesRatio,-,-,-,-,-,-
6166 凌華,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,LongTermLiabilitiesRatio,-,-,-,-,-,-
3088 艾訊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,LongTermLiabilitiesRatio,-,-,-,-,-,-
6579 研揚,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,LongTermLiabilitiesRatio,-,-,-,-,-,-
公司平均數,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,LongTermLiabilitiesRatio,0.00,0.00,0.00,0.00,0.00,0.00
電腦及週邊設備業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,LongTermLiabilitiesRatio,-,-,-,-,-,-
6680 鑫創電子,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CurrentRatio,-,-,-,-,-,-
8050 廣積,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CurrentRatio,-,-,-,-,-,-
6922 宸曜,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CurrentRatio,-,-,-,-,-,-
3594 磐儀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CurrentRatio,-,-,-,-,-,-
2397 友通,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CurrentRatio,-,-,-,-,-,-
8234 新漢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CurrentRatio,-,-,-,-,-,-
2395 研華,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CurrentRatio,-,-,-,-,-,-
6166 凌華,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CurrentRatio,-,-,-,-,-,-
3088 艾訊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CurrentRatio,-,-,-,-,-,-
6579 研揚,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CurrentRatio,-,-,-,-,-,-
公司平均數,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CurrentRatio,0.00,0.00,0.00,0.00,0.00,0.00
電腦及週邊設備業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CurrentRatio,-,-,-,-,-,-
6680 鑫創電子,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,QuickRatio,-,-,-,-,-,-
8050 廣積,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,QuickRatio,-,-,-,-,-,-
6922 宸曜,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,QuickRatio,-,-,-,-,-,-
3594 磐儀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,QuickRatio,-,-,-,-,-,-
2397 友通,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,QuickRatio,-,-,-,-,-,-
8234 新漢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,QuickRatio,-,-,-,-,-,-
2395 研華,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,QuickRatio,-,-,-,-,-,-
6166 凌華,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,QuickRatio,-,-,-,-,-,-
3088 艾訊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,QuickRatio,-,-,-,-,-,-
6579 研揚,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,QuickRatio,-,-,-,-,-,-
公司平均數,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,QuickRatio,0.00,0.00,0.00,0.00,0.00,0.00
電腦及週邊設備業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,QuickRatio,-,-,-,-,-,-
